fecha,hora,vehiculo1_tipo,vehiculo1_marca,situacion_climatica,longitud,latitud,conteo_accidentes_dia
70,22,27705,25348,1396,-100.3736677,25.67435835,70
70,127,27705,25348,1396,-100.3513002,25.69422345,70
70,45,27705,25348,1396,-100.3524397,25.67508884,70
70,51,27705,25348,1396,-100.2773093,25.62718334,70
70,23,27705,25348,1396,-100.345893,25.66581,70
70,25,27705,25348,1396,-100.3154396,25.66863483,70
70,18,27705,25348,1396,-100.342505,25.72096331,70
70,20,27705,25348,1396,-100.3073287,25.66184191,70
70,27,1593,25348,1396,-100.3290723,25.66484612,70
69,39,27705,25348,1396,-100.3881216,25.7463192,69
69,24,27705,25348,1396,-100.4070747,25.73963717,69
69,38,27705,25348,1396,-100.352066,25.68091592,69
69,42,27705,25348,1396,-100.3131051,25.68572131,69
69,25,27705,25348,1396,-100.3241046,25.6825445,69
69,32,27705,25348,1396,-100.291422,25.671488,69
69,24,27705,25348,1396,-100.352066,25.68091592,69
69,27,27705,25348,1396,-100.291422,25.671488,69
69,19,27705,25348,1396,-100.3168046,25.6990588,69
69,40,27705,25348,1396,-100.3157565,25.64074374,69
69,35,27705,25348,1396,-100.3512213,25.70485159,69
69,64,27705,25348,1396,-100.4018126,25.75920731,69
69,25,27705,25348,1396,-100.3501499,25.71454457,69
69,20,27705,25348,1396,-100.4018126,25.75920731,69
69,17,27705,25348,1396,-100.3534322,25.67073564,69
69,40,27705,25348,1396,-100.3150694,25.6414887,69
69,40,27705,25348,1396,-100.3157565,25.64074374,69
69,32,1593,25348,1396,-100.3426146,25.72749834,69
69,34,27705,25348,1396,-100.3187436,25.67928263,69
69,30,27705,25348,1396,-100.3075388,25.68329121,69
69,23,1593,25348,1396,-100.302864,25.66638528,69
69,23,27705,25348,2269,-100.3721557,25.77421271,69
69,41,27705,25348,2269,-100.2682162,25.70341065,69
69,23,2246,2246,1396,-100.2766341,25.68343023,69
69,48,2246,2246,1396,-100.3475577,25.71659225,69
69,31,27705,25348,1396,-100.3545785,25.69699595,69
69,30,27705,25348,1396,-100.390352,25.72883829,69
69,66,27705,25348,1396,-100.2826626,25.67250975,69
69,98,27705,25348,1396,-100.3534322,25.67073564,69
69,29,2246,2246,1396,-100.3277699,25.66474753,69
69,28,27705,25348,1396,-100.3266231,25.68537446,69
69,59,27705,25348,1396,-100.3265282,25.68627771,69
69,39,27705,25348,1396,-100.2843132,25.62844021,69
69,26,27705,25348,1396,-100.3571854,25.67868852,69
69,31,27705,25348,1396,-100.2690026,25.60692592,69
69,39,27705,25348,1396,-100.314952,25.6396494,69
69,36,27705,25348,1396,-100.277524,25.70343678,69
69,25,1593,25348,1396,-100.3142315,25.66127261,69
69,34,27705,25348,1396,-100.2774645,25.7044788,69
69,30,27705,25348,1396,-100.2944298,25.65474498,69
69,28,27705,25348,1396,-100.284179,25.664925,69
69,40,2246,2246,1396,-100.3374637,25.70464589,69
69,28,1593,25348,1396,-100.4035166,25.77004962,69
69,24,27705,25348,1396,-100.3512213,25.70485159,69
69,27,27705,25348,1396,-100.3881715,25.72718283,69
69,20,2246,2246,2269,-100.3687666,25.72847154,69
69,15,27705,25348,1396,-100.3526568,25.67291483,69
69,23,27705,25348,1396,-100.3305682,25.67114545,69
69,40,27705,25348,1396,-100.3906489,25.72481089,69
69,45,1593,25348,1396,-100.2711108,25.61360694,69
69,32,27705,25348,2269,-100.311472,25.65986011,69
69,40,27705,25348,1396,-100.3863119,25.77842782,69
69,25,27705,25348,1396,-100.3182219,25.67662629,69
69,28,27705,25348,1396,-100.2909939,25.6370802,69
69,20,27705,25348,1396,-100.3784399,25.73925374,69
69,29,27705,25348,1396,-100.3818349,25.73300212,69
69,39,27705,25348,2269,-100.3633849,25.743904,69
69,15,1593,25348,1396,-100.3713898,25.76392317,69
69,39,1593,25348,2269,-100.3141543,25.67791692,69
69,25,27705,25348,1396,-100.4113203,25.74174929,69
69,13,27705,25348,2269,-100.3909462,25.7245925,69
69,15,27705,25348,2269,-100.3104021,25.63698489,69
69,5,27705,25348,1396,-100.2392865,25.56631814,69
69,13,27705,25348,2269,-100.4019684,25.75965366,69
69,14,27705,25348,1396,-100.3801137,25.7634144,69
69,14,27705,25348,1396,-100.2706994,25.61105971,69
69,10,27705,25348,2269,-100.4070747,25.73963717,69
69,11,27705,25348,1396,-100.334293,25.6678556,69
69,12,27705,25348,1396,-100.3104021,25.63698489,69
60,13,27705,25348,2269,-100.3935406,25.7233389,61
60,9,27705,25348,1396,-100.3171589,25.68435002,61
60,13,27705,25348,1396,-100.3840695,25.71734357,61
60,5,27705,25348,1396,-100.2711108,25.61360694,61
60,24,27705,25348,2269,-100.3740767,25.7090518,61
60,18,2246,2246,1396,-100.3350618,25.66498983,61
60,36,27705,25348,1396,-100.3534474,25.69250329,61
60,38,27705,25348,1396,-100.2971124,25.68213979,61
60,38,27705,25348,1396,-100.311284,25.691685,61
60,24,27705,25348,1396,-100.3522223,25.68870891,61
60,33,27705,25348,1396,-100.3679581,25.7073451,61
60,28,27705,25348,1396,-100.3494353,25.73554412,61
60,27,27705,25348,1396,-100.3168669,25.67907788,61
60,18,27705,25348,1396,-100.302864,25.66638528,61
60,41,27705,25348,1396,-100.2732993,25.68095366,61
60,61,27705,25348,1396,-100.3602432,25.70914997,61
60,36,1593,25348,2269,-100.333307,25.68608606,61
60,98,27705,25348,1396,-100.364203,25.71215688,61
60,22,27705,25348,1396,-100.364478,25.72407672,61
60,41,27705,25348,1396,-100.3606115,25.72147319,61
60,7,27705,25348,2269,-100.3749206,25.75625992,61
60,32,27705,25348,1396,-100.3689734,25.75969908,61
60,31,27705,25348,1396,-100.308231,25.7150599,61
60,34,27705,25348,1396,-100.3980959,25.75656052,61
60,23,2246,2246,1396,-100.3658727,25.67480226,61
60,22,1593,25348,1396,-100.3143402,25.68976945,61
60,36,27705,25348,1396,-100.3472145,25.71673858,61
60,98,27705,25348,1396,-100.3512859,25.71527565,61
60,13,27705,25348,1396,-100.3841568,25.7171575,61
60,28,27705,25348,1396,-100.2984939,25.66849707,61
60,20,27705,25348,1396,-100.2905847,25.667056,61
60,31,27705,25348,1396,-100.3135827,25.66583666,61
60,30,27705,25348,1396,-100.3331547,25.6869721,61
60,73,27705,25348,1396,-100.3571903,25.68116965,61
60,26,27705,25348,1396,-100.3627125,25.71407329,61
60,23,27705,25348,1396,-100.3987778,25.73207191,61
60,124,27705,25348,1396,-100.3228386,25.68587755,61
60,37,27705,25348,1396,-100.2846465,25.63916232,61
60,98,27705,25348,1396,-100.3170185,25.72897862,61
60,70,27705,25348,1396,-100.361249,25.7117348,61
60,24,27705,25348,1396,-100.320103,25.68384114,61
60,34,27705,25348,1396,-100.3624265,25.71350313,61
60,23,2246,2246,1396,-100.3053943,25.63374571,61
60,55,27705,25348,1396,-100.3116641,25.63756806,61
60,46,27705,25348,1396,-100.3586447,25.7265262,61
60,38,27705,25348,1396,-100.3150061,25.67201571,61
60,27,27705,25348,1396,-100.364203,25.71215688,61
60,27,27705,25348,1396,-100.4006722,25.73363809,61
60,20,27705,25348,1396,-100.3161793,25.68423139,61
60,45,27705,25348,1396,-100.2951129,25.65582718,61
60,23,27705,25348,1396,-100.3987778,25.73207191,61
60,28,27705,25348,1396,-100.3519333,25.68349311,61
60,11,27705,25348,1396,-100.3518045,25.68563851,61
60,12,27705,25348,1396,-100.3108406,25.66703515,61
60,4,27705,25348,1396,-100.3553251,25.69178434,61
60,11,27705,25348,1396,-100.3518045,25.68563851,61
60,5,27705,25348,1396,-100.377269,25.71207548,61
60,17,27705,25348,1396,-100.3777359,25.73501675,61
60,12,27705,25348,1396,-100.3108406,25.66703515,61
60,11,27705,25348,1396,-100.4220701,25.77131707,61
86,33,27705,25348,2269,-100.3715649,25.71113306,87
86,16,27705,25348,2269,-100.3803002,25.67361982,87
86,64,2246,2246,2269,-100.3803002,25.67361982,87
86,56,27705,25348,2269,-100.3104021,25.63698489,87
86,23,27705,25348,1396,-100.2924203,25.65150075,87
86,24,2246,2246,1396,-100.2916169,25.67718832,87
86,42,27705,25348,1396,-100.3094754,25.63766037,87
86,57,1593,25348,2269,-100.382192,25.67112005,87
86,27,27705,25348,2269,-100.3883555,25.72023048,87
86,63,27705,25348,2269,-100.3883555,25.72023048,87
86,98,27705,25348,2269,-100.3883555,25.72023048,87
86,64,27705,25348,2269,-100.3883555,25.72023048,87
86,56,27705,25348,2269,-100.3104021,25.63698489,87
86,39,27705,25348,2269,-100.2838757,25.62026723,87
86,70,27705,25348,2269,-100.2682927,25.6858783,87
86,27,27705,25348,1396,-100.297458,25.679625,87
86,79,27705,25348,2269,-100.3922909,25.72244742,87
86,25,27705,25348,1396,-100.3512648,25.69694523,87
86,102,27705,25348,2269,-100.3922909,25.72244742,87
86,29,27705,25348,2269,-100.3156631,25.66453391,87
86,35,27705,25348,2269,-100.3935406,25.7233389,87
86,35,27705,25348,2269,-100.3935406,25.7233389,87
86,56,27705,25348,2269,-100.3883555,25.72023048,87
86,31,27705,25348,2269,-100.3123178,25.68381476,87
86,30,27705,25348,2269,-100.3495993,25.6878142,87
86,34,27705,25348,2269,-100.334293,25.6678556,87
86,26,27705,25348,1396,-100.3650392,25.70396958,87
86,28,27705,25348,2269,-100.3922909,25.72244742,87
86,47,27705,25348,2269,-100.3922909,25.72244742,87
86,28,27705,25348,2269,-100.3922909,25.72244742,87
86,33,27705,25348,2269,-100.3660087,25.72443023,87
86,29,2246,2246,2269,-100.352066,25.68091592,87
86,19,27705,25348,2269,-100.2754313,25.61071615,87
86,29,27705,25348,2269,-100.3156631,25.66453391,87
86,89,27705,25348,2269,-100.3922909,25.72244742,87
86,53,27705,25348,2269,-100.3526568,25.67291483,87
86,34,27705,25348,2269,-100.2699509,25.60862349,87
86,29,27705,25348,2269,-100.2462098,25.57617266,87
86,21,2246,2246,2269,-100.4018126,25.75920731,87
86,63,2246,2246,2269,-100.3922909,25.72244742,87
86,102,27705,25348,2269,-100.3922909,25.72244742,87
86,102,27705,25348,2269,-100.3922909,25.72244742,87
86,102,27705,25348,2269,-100.3922909,25.72244742,87
86,102,27705,25348,2269,-100.3922909,25.72244742,87
86,31,1593,25348,2269,-100.3425279,25.72406826,87
86,102,1593,25348,2269,-100.3740767,25.7090518,87
86,18,27705,25348,1396,-100.4006722,25.73363809,87
86,34,27705,25348,2269,-100.30155,25.68449115,87
86,37,27705,25348,2269,-100.3224495,25.6805748,87
86,66,1593,25348,2269,-100.308254,25.67068985,87
86,59,27705,25348,2269,-100.3110507,25.67844311,87
86,29,27705,25348,2269,-100.3237366,25.67806775,87
86,20,27705,25348,2269,-100.2975204,25.66667526,87
86,38,27705,25348,2269,-100.2571207,25.58389749,87
86,98,27705,25348,1396,-100.2977829,25.66275705,87
86,33,2246,2246,2269,-100.2972602,25.6547449,87
86,29,27705,25348,1396,-100.2994813,25.63360752,87
86,29,2246,2246,1396,-100.3831015,25.72132575,87
86,68,27705,25348,1396,-100.3512213,25.70485159,87
86,88,27705,25348,1396,-100.2812685,25.64085251,87
86,30,27705,25348,2269,-100.3922909,25.72244742,87
86,22,27705,25348,1396,-100.352066,25.68091592,87
86,26,27705,25348,1396,-100.3973231,25.76509471,87
86,24,27705,25348,2269,-100.2873592,25.67101349,87
86,28,27705,25348,2269,-100.3033139,25.66382532,87
86,26,27705,25348,2269,-100.3275738,25.67850069,87
86,55,27705,25348,1396,-100.330345,25.6872914,87
86,21,27705,25348,2269,-100.3424579,25.66960429,87
86,27,27705,25348,2269,-100.320103,25.68384114,87
86,24,27705,25348,1396,-100.3466744,25.73125686,87
86,31,27705,25348,1396,-100.3104021,25.63698489,87
86,27,27705,25348,1396,-100.2566603,25.58508372,87
86,18,27705,25348,2269,-100.3000465,25.68163312,87
86,35,27705,25348,1396,-100.3423929,25.70472203,87
86,30,27705,25348,2269,-100.3052479,25.6786965,87
86,48,27705,25348,1396,-100.3335601,25.67836144,87
86,33,27705,25348,1396,-100.3231165,25.67537178,87
86,37,27705,25348,1396,-100.3516575,25.68814746,87
86,14,27705,25348,1396,-100.3524397,25.67508884,87
86,14,27705,25348,1396,-100.352681,25.672825,87
86,21,27705,25348,1396,-100.3303338,25.68666217,87
86,34,27705,25348,1396,-100.2976227,25.66686409,87
86,35,1593,29,2269,-100.3177553,25.68003986,87
86,30,1593,29,2269,-100.3234381,25.69019294,87
86,38,27705,25348,1396,-100.3612318,25.6952802,87
86,10,27705,25348,1396,-100.2894616,25.68372663,87
46,12,27705,25348,1396,-100.3883555,25.72023048,46
46,3,27705,25348,1396,-100.2601565,25.60342262,46
46,16,27705,25348,1396,-100.353457,25.74044563,46
46,14,27705,25348,1396,-100.3037354,25.68288525,46
46,6,27705,25348,2269,-100.3963654,25.73030182,46
46,9,27705,25348,1396,-100.308571,25.712691,46
46,14,27705,25348,2269,-100.3211152,25.66350541,46
46,44,2246,2246,1396,-100.3414525,25.68616584,46
46,24,27705,25348,1396,-100.3375783,25.73418678,46
46,40,27705,25348,1396,-100.3418596,25.72281103,46
46,22,27705,25348,1396,-100.3236635,25.68595825,46
46,52,27705,25348,1396,-100.4191186,25.76979502,46
46,57,27705,25348,1396,-100.365087,25.68705702,46
46,27,27705,25348,1396,-100.3285454,25.68557635,46
46,24,27705,25348,1396,-100.3228386,25.68587755,46
46,35,27705,25348,1396,-100.3423929,25.70472203,46
46,28,27705,25348,1396,-100.2906976,25.67709182,46
46,31,2246,2246,1396,-100.4208702,25.75285962,46
46,36,27705,25348,1396,-100.3541908,25.71719405,46
46,25,27705,25348,1396,-100.3141543,25.67791692,46
46,26,27705,25348,1396,-100.3524005,25.67555712,46
46,26,27705,25348,1396,-100.3524005,25.67555712,46
46,15,27705,25348,1396,-100.3104707,25.68278386,46
46,25,27705,25348,1396,-100.336948,25.69517885,46
46,124,27705,25348,1396,-100.3106968,25.68112125,46
46,25,1593,29,1396,-100.3634254,25.7438597,46
46,118,27705,25348,1396,-100.333001,25.703622,46
46,29,27705,25348,1396,-100.3305843,25.72275576,46
46,20,2246,2246,1396,-100.3689734,25.75969908,46
46,14,27705,25348,1396,-100.3298835,25.67527808,46
46,25,2246,2246,1396,-100.334148,25.68697595,46
46,64,27705,25348,1396,-100.3057035,25.68225312,46
46,29,27705,25348,1396,-100.3471315,25.69670392,46
46,22,1593,29,1396,-100.3400058,25.67038638,46
46,21,27705,25348,1396,-100.3082163,25.66346895,46
46,35,27705,25348,1396,-100.3275272,25.70907183,46
46,75,27705,25348,1396,-100.3460404,25.66513967,46
46,36,27705,25348,1396,-100.2366756,25.5798288,46
46,26,27705,25348,1396,-100.3797061,25.7533233,46
46,22,27705,25348,1396,-100.3586863,25.67466806,46
46,19,27705,25348,1396,-100.2323128,25.5559993,46
46,18,27705,25348,1396,-100.3562531,25.70800728,46
46,6,27705,25348,1396,-100.3814347,25.67008149,46
46,8,27705,25348,1396,-100.4007665,25.75844621,46
46,11,27705,25348,1396,-100.3973317,25.78003029,46
46,7,27705,25348,1396,-100.3425213,25.71865085,46
25,79,1593,29,1396,-100.3192914,25.675823,25
25,18,2246,2246,1396,-100.2603655,25.59527962,25
25,42,27705,25348,1396,-100.2759457,25.67452413,25
25,26,27705,25348,1396,-100.3049965,25.66144938,25
25,28,27705,25348,1396,-100.3802114,25.77334918,25
25,29,27705,25348,1396,-100.3501499,25.71454457,25
25,18,27705,25348,1396,-100.3193983,25.67500594,25
25,26,27705,25348,1396,-100.2922246,25.6963525,25
25,33,27705,25348,1396,-100.3424656,25.7230187,25
25,32,27705,25348,1396,-100.3534322,25.67073564,25
25,62,27705,25348,1396,-100.3306924,25.65902108,25
25,30,27705,25348,1396,-100.2689073,25.6091012,25
25,17,27705,25348,1396,-100.3033139,25.66382532,25
25,18,27705,25348,1396,-100.3010331,25.65701109,25
25,39,27705,25348,1396,-100.4035166,25.77004962,25
25,27,27705,25348,1396,-100.2834113,25.63718009,25
25,21,27705,25348,1396,-100.3969169,25.73623805,25
25,39,27705,25348,1396,-100.3156499,25.66707289,25
25,28,2246,2246,1396,-100.388176,25.758516,25
25,29,27705,25348,1396,-100.3305843,25.72275576,25
25,25,27705,25348,1396,-100.3519119,25.68392284,25
25,25,1593,29,1396,-100.3935197,25.75320032,25
25,29,27705,25348,1396,-100.3735542,25.73191602,25
25,13,27705,25348,1396,-100.3094887,25.67566566,25
25,10,27705,25348,1396,-100.3197457,25.66684925,25
73,16,27705,25348,1396,-100.2612271,25.59650215,73
73,39,27705,25348,1396,-100.2879025,25.64436908,73
73,34,27705,25348,1396,-100.2787983,25.64199406,73
73,19,27705,25348,1396,-100.4110209,25.7656412,73
73,35,27705,25348,1396,-100.2683517,25.68577803,73
73,36,2246,2246,1396,-100.3455156,25.69490786,73
73,25,27705,25348,1396,-100.4070747,25.73963717,73
73,37,27705,25348,1396,-100.3790252,25.79041985,73
73,24,27705,25348,1396,-100.3434904,25.69633286,73
73,30,27705,25348,1396,-100.4008824,25.77505976,73
73,30,27705,25348,1396,-100.3715682,25.77443972,73
73,45,27705,25348,1396,-100.352066,25.68091592,73
73,56,27705,25348,1396,-100.3840695,25.71734357,73
73,73,27705,25348,1396,-100.3840695,25.71734357,73
73,22,27705,25348,1396,-100.2871766,25.67313655,73
73,37,27705,25348,1396,-100.2879025,25.64436908,73
73,29,27705,25348,1396,-100.3485031,25.7342259,73
73,39,27705,25348,1396,-100.3625496,25.69985132,73
73,34,27705,25348,1396,-100.3714738,25.70150365,73
73,30,27705,25348,1396,-100.3640116,25.71644402,73
73,30,27705,25348,1396,-100.3545785,25.69699595,73
73,70,27705,25348,1396,-100.3197171,25.67939906,73
73,26,1593,29,1396,-100.2827407,25.68257317,73
73,14,27705,25348,1396,-100.3090801,25.67079762,73
73,29,27705,25348,1396,-100.3149997,25.68591205,73
73,28,2246,2246,1396,-100.2368066,25.57490528,73
73,42,27705,25348,1396,-100.2994813,25.63360752,73
73,38,27705,25348,1396,-100.2918401,25.68374079,73
73,31,27705,25348,1396,-100.2987689,25.6704671,73
73,27,27705,25348,1396,-100.2615189,25.68305915,73
73,28,27705,25348,1396,-100.334293,25.6678556,73
73,31,27705,25348,1396,-100.3468364,25.69395878,73
73,90,27705,25348,1396,-100.3073707,25.6771692,73
73,27,27705,25348,1396,-100.35646,25.68718803,73
73,17,27705,25348,1396,-100.3250365,25.69782577,73
73,26,27705,25348,1396,-100.3169122,25.70733442,73
73,35,27705,25348,1396,-100.3284195,25.6864721,73
73,28,27705,25348,1396,-100.3142701,25.67704043,73
73,40,27705,25348,1396,-100.3321047,25.67637194,73
73,42,27705,25348,1396,-100.3168198,25.69648894,73
73,31,27705,25348,1396,-100.320152,25.66926274,73
73,29,27705,25348,1396,-100.2722613,25.63365,73
73,23,27705,25348,1396,-100.3689734,25.75969908,73
73,28,27705,25348,1396,-100.3458599,25.72999895,73
73,25,27705,25348,1396,-100.3652984,25.73588018,73
73,22,27705,25348,1396,-100.334148,25.68697595,73
73,23,27705,25348,1396,-100.3804874,25.7597904,73
73,17,27705,25348,1396,-100.3305843,25.72275576,73
73,25,27705,25348,1396,-100.2906976,25.67709182,73
73,30,27705,25348,1396,-100.3275643,25.69953535,73
73,22,27705,25348,1396,-100.3096701,25.7041065,73
73,26,27705,25348,1396,-100.3381418,25.6685814,73
73,30,27705,25348,1396,-100.314784,25.673602,73
