fecha,hora,vehiculo1_tipo,vehiculo1_marca,situacion_climatica,longitud,latitud,conteo_accidentes_dia
89,118,27705,25348,27823,-100.3170185,25.72897862,89
89,29,27705,25348,27823,-100.2813644,25.70187786,89
89,28,27705,25348,27823,-100.3631157,25.7709928,89
89,27,27705,25348,27823,-100.3863119,25.77842782,89
89,45,27705,25348,27823,-100.3065721,25.68318514,89
89,107,1593,92,27823,-100.3230427,25.68331649,89
89,12,27705,25348,27823,-100.2846465,25.63916232,89
89,34,27705,25348,27823,-100.4018126,25.75920731,89
120,5,27705,25348,27823,-100.3756665,25.78324837,121
120,11,27705,25348,27823,-100.3458599,25.72999895,121
120,6,27705,25348,27823,-100.352066,25.68091592,121
120,27,27705,25348,27823,-100.2871766,25.67313655,121
120,24,27705,25348,27823,-100.3816055,25.7391048,121
120,37,27705,25348,27823,-100.2709095,25.61976825,121
120,29,27705,25348,27823,-100.3458111,25.66651437,121
120,32,27705,25348,27823,-100.3985097,25.7279887,121
120,59,1593,92,27823,-100.2846465,25.63916232,121
120,47,27705,25348,27823,-100.285745,25.671619,121
120,29,27705,25348,27823,-100.379526,25.71317418,121
120,37,27705,25348,27823,-100.3524005,25.67555712,121
120,37,27705,25348,27823,-100.352066,25.68091592,121
120,32,2246,2246,27823,-100.2618731,25.68774473,121
120,35,27705,25348,27823,-100.31199,25.66382,121
120,45,27705,25348,27823,-100.2976956,25.67785855,121
120,22,1593,92,27823,-100.2655669,25.60068369,121
120,33,27705,25348,27823,-100.3980959,25.75656052,121
120,25,27705,25348,27823,-100.3629258,25.7343605,121
120,38,27705,25348,27823,-100.3080338,25.66170322,121
120,35,27705,25348,27823,-100.2481477,25.58876635,121
120,22,27705,25348,27823,-100.2487613,25.57862632,121
120,35,27705,25348,27823,-100.2766341,25.68343023,121
120,21,27705,25348,27823,-100.3759213,25.73639931,121
120,8,27705,25348,27823,-100.4018126,25.75920731,121
120,36,27705,25348,27823,-100.3679805,25.70718909,121
120,34,27705,25348,27823,-100.3866471,25.7188158,121
120,38,27705,25348,27823,-100.2960755,25.68912642,121
120,12,27705,25348,27823,-100.286199,25.6880434,121
120,25,27705,25348,27823,-100.3260065,25.66944298,121
120,39,27705,25348,27823,-100.3457451,25.74679071,121
120,25,27705,25348,27823,-100.2843064,25.66721595,121
120,32,27705,25348,27823,-100.3483855,25.73819778,121
120,64,27705,25348,27823,-100.3593665,25.69813882,121
120,41,27705,25348,27823,-100.3512648,25.69694523,121
120,20,27705,25348,27823,-100.3513002,25.69422345,121
120,54,27705,25348,27823,-100.3752976,25.7089933,121
120,30,27705,25348,27823,-100.3512648,25.69694523,121
120,18,27705,25348,27823,-100.3768317,25.7893492,121
120,29,27705,25348,27823,-100.3545916,25.6968046,121
120,39,27705,25348,27823,-100.3425213,25.71865085,121
120,32,27705,25348,27823,-100.3512213,25.70485159,121
120,25,27705,25348,27823,-100.3342539,25.68619872,121
120,31,27705,25348,27823,-100.336149,25.670145,121
120,26,27705,25348,27823,-100.3516575,25.68814746,121
120,6,27705,25348,27823,-100.3434904,25.69633286,121
120,29,27705,25348,27823,-100.3133553,25.68391878,121
120,40,1593,92,27823,-100.2903203,25.70203069,121
120,24,2246,2246,27823,-100.3273861,25.68723329,121
120,98,27705,25348,27823,-100.3227461,25.68683348,121
120,24,27705,25348,27823,-100.3121379,25.66196718,121
120,83,27705,25348,27823,-100.3065481,25.67049623,121
120,34,27705,25348,27823,-100.3197887,25.7002964,121
120,39,27705,25348,27823,-100.2683008,25.69524757,121
120,23,27705,25348,27823,-100.3028653,25.68352,121
120,31,27705,25348,27823,-100.3079562,25.67990918,121
120,52,27705,25348,27823,-100.3747759,25.70853295,121
120,47,27705,25348,27823,-100.3512013,25.70050459,121
120,25,27705,25348,27823,-100.3987778,25.73207191,121
120,34,27705,25348,27823,-100.3571854,25.67868852,121
120,38,27705,25348,27823,-100.3361492,25.6701446,121
120,40,27705,25348,27823,-100.308188,25.67813058,121
120,18,27705,25348,27823,-100.3302543,25.68719625,121
120,12,27705,25348,27823,-100.3519333,25.68349311,121
120,23,27705,25348,27823,-100.3446925,25.68733194,121
120,30,27705,25348,27823,-100.4043861,25.73062155,121
120,40,27705,25348,27823,-100.364733,25.688951,121
120,96,27705,25348,27823,-100.2682894,25.6857151,121
120,28,1593,92,27823,-100.2776647,25.68313862,121
120,28,27705,25348,27823,-100.2776647,25.68313862,121
120,26,27705,25348,27823,-100.3202116,25.68300571,121
120,26,1593,92,27823,-100.3091989,25.7078664,121
120,24,27705,25348,27823,-100.3377066,25.67022644,121
120,22,27705,25348,27823,-100.2740544,25.5652769,121
120,68,27705,25348,27823,-100.3318434,25.67018377,121
120,30,27705,25348,27823,-100.3448129,25.6865513,121
120,26,27705,25348,27823,-100.3509724,25.6731146,121
120,21,27705,25348,27823,-100.2979385,25.67613999,121
120,48,2246,2246,27823,-100.3170185,25.72897862,121
120,51,27705,25348,27823,-100.3526568,25.67291483,121
120,23,27705,25348,27823,-100.2789655,25.63015106,121
120,15,27705,25348,27823,-100.2788052,25.62989046,121
120,24,27705,25348,27823,-100.2908245,25.68190254,121
120,57,27705,25348,27823,-100.3033184,25.7039579,121
120,28,27705,25348,27823,-100.3372767,25.67221177,121
120,28,27705,25348,27823,-100.3325447,25.72991574,121
120,32,27705,25348,27823,-100.3168046,25.6990588,121
120,30,27705,25348,27823,-100.3526568,25.67291483,121
120,32,27705,25348,27823,-100.3519119,25.68392284,121
120,96,27705,25348,27823,-100.339276,25.71970382,121
120,27,27705,25348,27823,-100.2924203,25.65150075,121
120,27,27705,25348,27823,-100.2769686,25.62698188,121
120,114,27705,25348,27823,-100.3133553,25.68391878,121
120,29,27705,25348,27823,-100.3322515,25.701105,121
120,27,27705,25348,27823,-100.3314012,25.68588098,121
120,114,27705,25348,27823,-100.3952939,25.75452872,121
120,22,27705,25348,27823,-100.391213,25.75158711,121
120,23,27705,25348,27823,-100.3534322,25.67073564,121
120,118,27705,25348,27823,-100.2663101,25.61120801,121
120,25,27705,25348,27823,-100.3104021,25.63698489,121
120,27,27705,25348,27823,-100.2990557,25.66210242,121
120,22,27705,25348,27823,-100.3170952,25.67736328,121
120,29,1593,92,27823,-100.3195692,25.66815634,121
120,25,1593,92,27823,-100.3186012,25.67404243,121
120,21,27705,25348,27823,-100.3336264,25.67015185,121
120,26,27705,25348,27823,-100.304661,25.675984,121
120,42,27705,25348,27823,-100.3207005,25.66554117,121
120,26,2246,2246,27823,-100.365329,25.675262,121
120,20,2246,2246,27823,-100.365329,25.675262,121
120,26,1593,92,27823,-100.3358099,25.73479938,121
120,28,27705,25348,27823,-100.3512648,25.69694523,121
120,82,27705,25348,27823,-100.3647159,25.74063695,121
120,24,27705,25348,27823,-100.3863119,25.77842782,121
120,47,27705,25348,27823,-100.3560131,25.68201527,121
120,27,27705,25348,27823,-100.352066,25.68091592,121
120,68,27705,25348,27823,-100.2747824,25.62378703,121
120,17,27705,25348,27823,-100.3033139,25.66382532,121
120,23,27705,25348,27823,-100.347135,25.68764925,121
120,23,27705,25348,27823,-100.3115536,25.68962537,121
120,10,27705,25348,27823,-100.2732993,25.68095366,121
106,4,27705,25348,27823,-100.3689734,25.75969908,106
106,59,27705,25348,27823,-100.2797241,25.62249794,106
106,8,27705,25348,27823,-100.352066,25.68091592,106
106,4,27705,25348,27823,-100.3548766,25.69132603,106
106,8,27705,25348,27823,-100.2899699,25.67701326,106
106,5,27705,25348,27823,-100.2824104,25.68390668,106
106,6,2246,2246,27823,-100.4220701,25.77131707,106
106,5,27705,25348,27823,-100.2852835,25.6830866,106
106,7,27705,25348,27823,-100.3011831,25.63137463,106
106,14,27705,25348,27823,-100.4018126,25.75920731,106
106,4,27705,25348,27823,-100.4037651,25.7729252,106
106,6,27705,25348,27823,-100.2341751,25.5589753,106
106,11,27705,25348,27823,-100.3952939,25.75452872,106
106,8,27705,25348,27823,-100.3764679,25.7546665,106
106,79,27705,25348,27823,-100.4049303,25.7710726,106
106,57,27705,25348,27823,-100.2944298,25.65474498,106
106,22,27705,25348,27823,-100.3090801,25.67079762,106
106,40,27705,25348,27823,-100.3593665,25.69813882,106
106,34,27705,25348,27823,-100.3971212,25.67463943,106
106,4,27705,25348,27823,-100.3534322,25.67073564,106
106,22,27705,25348,27823,-100.3486387,25.66932429,106
106,43,27705,25348,27823,-100.2881134,25.63851863,106
106,29,27705,25348,27823,-100.2846465,25.63916232,106
106,27,27705,25348,27823,-100.3168198,25.69648894,106
106,27,27705,25348,27823,-100.3168198,25.69648894,106
106,34,27705,25348,27823,-100.3172066,25.67650068,106
106,66,27705,25348,27823,-100.2871766,25.67313655,106
106,30,27705,25348,27823,-100.3515965,25.7148375,106
106,13,27705,25348,27823,-100.2759174,25.666183,106
106,17,27705,25348,27823,-100.3220934,25.68321529,106
106,30,27705,25348,27823,-100.3675253,25.7353393,106
106,32,27705,25348,27823,-100.3652346,25.67943846,106
106,24,27705,25348,27823,-100.3583327,25.71988411,106
106,18,27705,25348,27823,-100.2859805,25.64128088,106
106,29,27705,25348,27823,-100.2707064,25.6110383,106
106,32,27705,25348,27823,-100.3030087,25.681134,106
106,24,27705,25348,27823,-100.2967887,25.68396446,106
106,40,27705,25348,27823,-100.352066,25.68091592,106
106,36,27705,25348,27823,-100.3469624,25.68324846,106
106,29,27705,25348,27823,-100.3471932,25.7048722,106
106,17,27705,25348,27823,-100.3170185,25.72897862,106
106,16,27705,25348,27823,-100.3754205,25.71033849,106
106,30,27705,25348,27823,-100.3512648,25.69694523,106
106,33,27705,25348,27823,-100.2729704,25.63818542,106
106,6,27705,25348,27823,-100.3620476,25.74260543,106
106,25,27705,25348,27823,-100.2773093,25.62718334,106
106,52,27705,25348,27823,-100.3198762,25.70438302,106
106,37,27705,25348,27823,-100.2790085,25.61714483,106
106,25,27705,25348,27823,-100.2749441,25.64931991,106
106,25,1593,92,27823,-100.2987689,25.6704671,106
106,19,27705,25348,27823,-100.2732993,25.68095366,106
106,33,27705,25348,27823,-100.2682927,25.6858783,106
106,27,27705,25348,27823,-100.3177903,25.66490796,106
106,47,27705,25348,27823,-100.3460143,25.73643893,106
106,37,27705,25348,27823,-100.3471579,25.72928732,106
106,36,27705,25348,27823,-100.2706653,25.60978561,106
106,27,27705,25348,27823,-100.3170952,25.67736328,106
106,26,27705,25348,27823,-100.3065481,25.67049623,106
106,20,27705,25348,27823,-100.3445238,25.67022866,106
106,21,27705,25348,27823,-100.2951129,25.65582718,106
106,45,27705,25348,27823,-100.2900984,25.64787002,106
106,70,27705,25348,27823,-100.3512213,25.70485159,106
106,43,27705,25348,27823,-100.289894,25.66999892,106
106,43,27705,25348,27823,-100.289894,25.66999892,106
106,23,27705,25348,27823,-100.2973169,25.68048048,106
106,81,27705,25348,27823,-100.2789805,25.65542591,106
106,35,27705,25348,27823,-100.2947881,25.68385015,106
106,37,27705,25348,27823,-100.3086436,25.67286442,106
106,47,27705,25348,27823,-100.3911334,25.75573448,106
106,29,27705,25348,27823,-100.3571854,25.67868852,106
106,20,1593,92,27823,-100.2711108,25.61360694,106
106,63,27705,25348,27823,-100.2706994,25.61105971,106
106,25,27705,25348,27823,-100.2749107,25.64663952,106
106,104,27705,25348,27823,-100.2951129,25.65582718,106
106,23,2246,2246,27823,-100.3445238,25.67022866,106
106,25,27705,25348,27823,-100.2870068,25.638064,106
106,17,27705,25348,27823,-100.2639971,25.6015396,106
106,35,27705,25348,27823,-100.304621,25.658639,106
106,20,27705,25348,27823,-100.352066,25.68091592,106
106,27,27705,25348,27823,-100.3178171,25.68620832,106
106,46,27705,25348,27823,-100.3337698,25.68972123,106
106,66,27705,25348,27823,-100.2731019,25.62697297,106
106,52,27705,25348,27823,-100.2879084,25.70372589,106
106,28,27705,25348,27823,-100.3170185,25.72897862,106
106,38,27705,25348,27823,-100.3170185,25.72897862,106
106,25,27705,25348,27823,-100.3611382,25.7164509,106
106,45,27705,25348,27823,-100.364438,25.675231,106
106,24,2246,2246,27823,-100.2618731,25.68774473,106
106,21,27705,25348,27823,-100.3190382,25.67756711,106
106,31,27705,25348,27823,-100.3512648,25.69694523,106
106,25,27705,25348,27823,-100.348245,25.73371688,106
106,22,27705,25348,27823,-100.3526568,25.67291483,106
106,6,27705,25348,27823,-100.3064901,25.66699377,106
106,22,27705,25348,27823,-100.3483681,25.70478934,106
106,10,27705,25348,27823,-100.3767882,25.710418,106
106,14,2246,2246,27823,-100.2961931,25.69171252,106
106,13,27705,25348,27823,-100.325892,25.683609,106
106,6,2246,2246,27823,-100.2709095,25.61976825,106
106,10,27705,25348,27823,-100.3213808,25.6813616,106
106,12,27705,25348,27823,-100.383251,25.7784162,106
106,6,27705,25348,27823,-100.3980959,25.75656052,106
106,9,27705,25348,27823,-100.2873368,25.68218734,106
106,15,27705,25348,27823,-100.3174729,25.66649689,106
106,13,27705,25348,27823,-100.3275817,25.68547076,106
106,7,27705,25348,27823,-100.3729063,25.77181953,106
106,20,27705,25348,27823,-100.3130657,25.71068322,106
40,30,27705,25348,27823,-100.3512648,25.69694523,40
40,7,27705,25348,27823,-100.2738788,25.64298583,40
40,8,27705,25348,27823,-100.286937,25.66723915,40
40,13,27705,25348,27823,-100.2738788,25.64298583,40
40,5,27705,25348,27823,-100.3458599,25.72999895,40
40,6,27705,25348,27823,-100.3916966,25.7791498,40
40,14,27705,25348,27823,-100.3173777,25.68270275,40
40,35,27705,25348,27823,-100.3686809,25.766562,40
40,36,27705,25348,27823,-100.3339564,25.73456103,40
40,25,27705,25348,27823,-100.3512648,25.69694523,40
40,35,27705,25348,27823,-100.3793045,25.78550188,40
40,45,27705,25348,27823,-100.2997776,25.62311049,40
40,10,27705,25348,27823,-100.2924203,25.65150075,40
40,22,27705,25348,27823,-100.2711108,25.61360694,40
40,8,27705,25348,27823,-100.3197125,25.69649728,40
40,26,27705,25348,27823,-100.2963279,25.68738466,40
40,6,27705,25348,27823,-100.3866667,25.74012621,40
40,43,27705,25348,27823,-100.2732993,25.68095366,40
40,30,27705,25348,27823,-100.2937352,25.62650018,40
40,30,27705,25348,27823,-100.2711108,25.61360694,40
40,25,27705,25348,27823,-100.2706994,25.61105971,40
40,28,27705,25348,27823,-100.315407,25.70136666,40
40,18,27705,25348,27823,-100.2608015,25.59321435,40
40,36,27705,25348,27823,-100.3305843,25.72275576,40
40,27,27705,25348,27823,-100.2701997,25.60909326,40
40,30,27705,25348,27823,-100.4018126,25.75920731,40
40,40,27705,25348,27823,-100.3480655,25.67249482,40
40,16,27705,25348,27823,-100.3316011,25.69121988,40
40,30,27705,25348,27823,-100.3137878,25.66840915,40
40,50,27705,25348,27823,-100.3198584,25.68556112,40
40,45,27705,25348,27823,-100.308254,25.67068985,40
40,24,27705,25348,27823,-100.3049713,25.66493551,40
40,29,27705,25348,27823,-100.4110209,25.7656412,40
40,36,27705,25348,27823,-100.3721315,25.7626291,40
40,6,27705,25348,27823,-100.2785786,25.69611145,40
40,5,27705,25348,27823,-100.365365,25.75006489,40
40,13,27705,25348,27823,-100.2846465,25.63916232,40
40,13,27705,25348,27823,-100.2792895,25.64724532,40
40,18,27705,25348,27823,-100.3413055,25.7256738,40
40,5,27705,25348,27823,-100.2804642,25.6992078,40
79,68,27705,25348,27823,-100.3434904,25.69633286,80
79,51,2246,2246,27823,-100.2922395,25.68191872,80
79,17,27705,25348,27823,-100.3096701,25.7041065,80
79,16,27705,25348,27823,-100.3198762,25.70438302,80
79,61,27705,25348,27823,-100.3100037,25.70171138,80
79,22,27705,25348,27823,-100.3695507,25.76737506,80
79,83,27705,25348,27823,-100.2618731,25.68774473,80
79,31,27705,25348,27823,-100.3053943,25.63374571,80
79,90,27705,25348,27823,-100.3011831,25.63137463,80
79,30,27705,25348,27823,-100.3346789,25.72253511,80
79,98,27705,25348,27823,-100.3174729,25.66649689,80
79,43,1593,92,27823,-100.3157714,25.666217,80
79,38,27705,25348,27823,-100.3446925,25.68733194,80
79,13,2246,2246,27823,-100.338472,25.66663232,80
79,32,27705,25348,27823,-100.4106107,25.7350699,80
79,63,27705,25348,27823,-100.3940217,25.72407472,80
79,10,27705,25348,27823,-100.3227461,25.68683348,80
79,11,27705,25348,27823,-100.3512126,25.6996368,80
79,74,27705,25348,27823,-100.2615189,25.68305915,80
79,102,27705,25348,27823,-100.3198471,25.67142785,80
79,48,27705,25348,27823,-100.3104962,25.69786415,80
79,31,27705,25348,27823,-100.2606698,25.59321487,80
79,70,27705,25348,27823,-100.3637236,25.67280095,80
79,36,27705,25348,27823,-100.3625496,25.69985132,80
79,18,27705,25348,27823,-100.342358,25.7250929,80
79,33,27705,25348,27823,-100.33289,25.73529117,80
79,64,27705,25348,27823,-100.3116641,25.63756806,80
79,52,27705,25348,27823,-100.2732993,25.68095366,80
79,32,27705,25348,27823,-100.2963085,25.65604508,80
79,41,27705,25348,27823,-100.2603655,25.59527962,80
79,20,27705,25348,27823,-100.2856126,25.62135172,80
79,31,27705,25348,27823,-100.3442745,25.69037654,80
79,10,1593,92,27823,-100.3228386,25.68587755,80
79,17,27705,25348,27823,-100.2469084,25.58748398,80
79,32,27705,25348,27823,-100.3514486,25.69161027,80
79,30,27705,25348,27823,-100.3458599,25.72999895,80
79,21,27705,25348,27823,-100.3053943,25.63374571,80
79,28,1593,92,27823,-100.3516575,25.68814746,80
79,36,2246,2246,27823,-100.2897701,25.6535459,80
79,42,27705,25348,27823,-100.3926433,25.75415803,80
79,40,27705,25348,27823,-100.346313,25.729746,80
79,27,27705,25348,27823,-100.3689734,25.75969908,80
79,127,2246,2246,27823,-100.3119208,25.68667963,80
79,96,27705,25348,27823,-100.299285,25.630192,80
79,33,27705,25348,27823,-100.4070747,25.73963717,80
79,22,27705,25348,27823,-100.2709095,25.61976825,80
79,19,27705,25348,27823,-100.2990557,25.66210242,80
79,20,27705,25348,27823,-100.3502533,25.71115988,80
79,20,27705,25348,27823,-100.2743019,25.67638918,80
79,24,27705,25348,27823,-100.2804977,25.68375132,80
79,28,27705,25348,27823,-100.3055643,25.6353409,80
79,27,27705,25348,27823,-100.3234613,25.72559305,80
79,68,27705,25348,27823,-100.3571927,25.6971013,80
79,70,2246,2246,27823,-100.3802258,25.69618854,80
79,10,27705,25348,27823,-100.3571927,25.6971013,80
79,42,27705,25348,27823,-100.3537781,25.74077285,80
79,58,27705,25348,27823,-100.3199948,25.66332127,80
79,20,27705,25348,27823,-100.2812685,25.64085251,80
79,61,27705,25348,27823,-100.3434904,25.69633286,80
79,11,27705,25348,27823,-100.3516575,25.68814746,80
79,25,27705,25348,27823,-100.3461223,25.69297382,80
79,22,27705,25348,27823,-100.3101409,25.68543,80
79,34,27705,25348,27823,-100.3157714,25.666217,80
79,25,1593,92,27823,-100.3157714,25.666217,80
79,94,27705,25348,27823,-100.2787505,25.68286715,80
79,29,1593,92,27823,-100.314784,25.67360172,80
79,40,27705,25348,27823,-100.3873321,25.7862182,80
79,22,27705,25348,27823,-100.3053674,25.67371128,80
79,63,27705,25348,27823,-100.3227936,25.67796565,80
79,26,27705,25348,27823,-100.2570579,25.58513412,80
79,42,27705,25348,27823,-100.3011831,25.63137463,80
79,21,27705,25348,27823,-100.3358036,25.66129889,80
79,32,27705,25348,27823,-100.3516575,25.68814746,80
79,21,27705,25348,27823,-100.2711108,25.61360694,80
79,24,27705,25348,27823,-100.316701,25.68897769,80
79,29,27705,25348,27823,-100.349523,25.709702,80
79,96,27705,25348,27823,-100.3126557,25.66396816,80
79,4,27705,25348,27823,-100.313241,25.661091,80
79,5,27705,25348,27823,-100.3773355,25.735339,80
93,29,27705,25348,27823,-100.3660628,25.75158943,93
93,7,27705,25348,27823,-100.391213,25.75158711,93
93,19,27705,25348,27823,-100.3132459,25.6848262,93
93,55,27705,25348,27823,-100.2945362,25.67022083,93
93,6,27705,25348,27823,-100.3524397,25.67508884,93
93,5,27705,25348,27823,-100.3772044,25.7806437,93
93,30,27705,25348,27823,-100.3620949,25.72250503,93
93,30,27705,25348,27823,-100.3209272,25.68477337,93
93,81,27705,25348,27823,-100.3512213,25.70485159,93
93,98,27705,25348,27823,-100.364438,25.675231,93
93,58,27705,25348,27823,-100.2971124,25.68213979,93
93,41,27705,25348,27823,-100.3802258,25.69618854,93
93,32,27705,25348,27823,-100.3514486,25.69161027,93
93,28,27705,25348,27823,-100.2987689,25.6704671,93
93,20,27705,25348,27823,-100.3709101,25.7310295,93
93,45,27705,25348,27823,-100.3687666,25.72847154,93
93,29,27705,25348,27823,-100.3170185,25.72897862,93
93,31,27705,25348,27823,-100.3168726,25.7077623,93
93,20,27705,25348,27823,-100.3512213,25.70485159,93
93,102,27705,25348,27823,-100.3512126,25.6996368,93
93,28,27705,25348,27823,-100.2871766,25.67313655,93
93,66,2246,2246,27823,-100.3352251,25.68629896,93
93,21,27705,25348,27823,-100.2960337,25.71276255,93
93,32,27705,25348,27823,-100.3328177,25.72196143,93
93,34,27705,25348,27823,-100.3034937,25.6848038,93
93,31,27705,25348,27823,-100.2754419,25.68164662,93
93,74,27705,25348,27823,-100.2984939,25.66849707,93
93,30,27705,25348,27823,-100.2994813,25.63360752,93
93,20,27705,25348,27823,-100.2975204,25.66667526,93
93,30,27705,25348,27823,-100.396608,25.674527,93
93,58,27705,25348,27823,-100.4106107,25.7350699,93
93,22,27705,25348,27823,-100.396106,25.73671778,93
93,22,27705,25348,27823,-100.3699819,25.68313231,93
93,28,27705,25348,27823,-100.3356269,25.6978657,93
93,81,27705,25348,27823,-100.2879084,25.70372589,93
93,5,27705,25348,27823,-100.3875408,25.75885971,93
93,102,27705,25348,27823,-100.3495993,25.6878142,93
93,17,27705,25348,27823,-100.365873,25.674802,93
93,11,1593,92,27823,-100.316843,25.70423,93
93,35,27705,25348,27823,-100.3223952,25.69013718,93
93,36,27705,25348,27823,-100.3717,25.695744,93
93,18,27705,25348,27823,-100.3571927,25.6971013,93
93,20,27705,25348,27823,-100.3571927,25.6971013,93
93,20,27705,25348,27823,-100.3216356,25.6656561,93
93,42,2246,2246,27823,-100.3512213,25.70485159,93
93,14,27705,25348,27823,-100.3512648,25.69694523,93
93,27,27705,25348,27823,-100.3197457,25.66684925,93
93,26,27705,25348,27823,-100.3423929,25.70472203,93
93,28,27705,25348,27823,-100.3367797,25.67472803,93
93,25,27705,25348,27823,-100.3658727,25.67480226,93
93,52,27705,25348,27823,-100.2683008,25.69524757,93
93,29,27705,25348,27823,-100.2794039,25.6878941,93
93,26,27705,25348,27823,-100.3402377,25.70468234,93
93,32,27705,25348,27823,-100.3714372,25.6954064,93
93,36,27705,25348,27823,-100.3361504,25.72095447,93
93,36,27705,25348,27823,-100.3361504,25.72095447,93
93,32,27705,25348,27823,-100.3684177,25.6813626,93
93,45,27705,25348,27823,-100.267092,25.615954,93
93,45,27705,25348,27823,-100.3348231,25.66593069,93
93,64,27705,25348,27823,-100.2566603,25.58508372,93
93,42,27705,25348,27823,-100.3002352,25.66058008,93
93,30,27705,25348,27823,-100.338472,25.66663232,93
93,29,27705,25348,27823,-100.3460205,25.6652569,93
93,30,27705,25348,27823,-100.2967887,25.68396446,93
93,34,27705,25348,27823,-100.377269,25.71207548,93
93,30,27705,25348,27823,-100.3491795,25.66550133,93
93,26,2246,2246,27823,-100.2857453,25.6716185,93
93,88,27705,25348,27823,-100.3457227,25.6810683,93
93,28,27705,25348,27823,-100.3225559,25.6609378,93
93,31,2246,2246,27823,-100.3829839,25.76165489,93
93,33,27705,25348,27823,-100.3618265,25.68282912,93
93,30,27705,25348,27823,-100.3216738,25.68671755,93
93,30,27705,25348,27823,-100.3685494,25.72920875,93
93,24,27705,25348,27823,-100.2618731,25.68774473,93
93,30,27705,25348,27823,-100.3078371,25.68081994,93
93,23,27705,25348,27823,-100.3087997,25.68092346,93
93,55,27705,25348,27823,-100.2627059,25.59759058,93
93,20,27705,25348,27823,-100.4127183,25.76309084,93
93,22,2246,2246,27823,-100.2984939,25.66849707,93
93,114,27705,25348,27823,-100.3625496,25.69985132,93
93,114,27705,25348,27823,-100.3710301,25.7028137,93
93,68,27705,25348,27823,-100.3328177,25.72196143,93
93,96,27705,25348,27823,-100.3328177,25.72196143,93
93,14,27705,25348,27823,-100.3100532,25.67095778,93
93,25,27705,25348,27823,-100.3512213,25.70485159,93
93,31,27705,25348,27823,-100.3413691,25.6994429,93
93,5,1593,92,27823,-100.3524397,25.67508884,93
93,14,27705,25348,27823,-100.3814347,25.67008149,93
93,13,27705,25348,27823,-100.2843064,25.66721595,93
93,15,27705,25348,27823,-100.3104021,25.63698489,93
93,10,27705,25348,27823,-100.3025079,25.61886226,93
93,28,27705,25348,27823,-100.2843064,25.66721595,93
93,12,27705,25348,27823,-100.304872,25.633661,93
86,34,1593,92,27823,-100.3234613,25.72559305,86
86,8,27705,25348,27823,-100.3512648,25.69694523,86
86,10,27705,25348,27823,-100.2497112,25.57888173,86
86,38,27705,25348,27823,-100.2922704,25.63823577,86
86,31,27705,25348,27823,-100.2842265,25.70358192,86
86,41,27705,25348,27823,-100.3053943,25.63374571,86
86,39,27705,25348,27823,-100.3542334,25.71710467,86
86,29,27705,25348,27823,-100.4191186,25.76979502,86
86,36,27705,25348,27823,-100.3816312,25.7867369,86
86,25,27705,25348,27823,-100.3450713,25.70474725,86
86,45,27705,25348,27823,-100.3198762,25.70438302,86
86,41,27705,25348,27823,-100.3512213,25.70485159,86
86,28,27705,25348,27823,-100.364438,25.675231,86
86,37,27705,25348,27823,-100.3142701,25.67704043,86
86,22,27705,25348,27823,-100.2711108,25.61360694,86
86,44,27705,25348,27823,-100.3534322,25.67073564,86
86,102,27705,25348,27823,-100.3350618,25.66498983,86
86,36,27705,25348,27823,-100.291422,25.671488,86
86,18,27705,25348,27823,-100.3840695,25.71734357,86
86,55,27705,25348,27823,-100.3940217,25.72407472,86
86,29,27705,25348,27823,-100.3840695,25.71734357,86
86,53,27705,25348,27823,-100.339276,25.71970382,86
86,89,27705,25348,27823,-100.339276,25.71970382,86
86,27,27705,25348,27823,-100.3277699,25.66474753,86
86,28,27705,25348,27823,-100.2683499,25.68256617,86
86,27,27705,25348,27823,-100.3674002,25.71756656,86
86,29,27705,25348,27823,-100.334148,25.68697595,86
86,42,27705,25348,27823,-100.3502533,25.71115988,86
86,36,27705,25348,27823,-100.3437159,25.69470288,86
86,38,27705,25348,27823,-100.2951129,25.65582718,86
86,74,27705,25348,27823,-100.334293,25.6678556,86
86,39,27705,25348,27823,-100.3081593,25.71595878,86
86,31,27705,25348,27823,-100.3335216,25.69147195,86
86,22,27705,25348,27823,-100.2990401,25.66615258,86
86,27,2246,2246,27823,-100.2670259,25.60002529,86
86,17,27705,25348,27823,-100.3362723,25.6593223,86
86,52,27705,25348,27823,-100.2777144,25.6885702,86
86,40,27705,25348,27823,-100.2706994,25.61105971,86
86,31,27705,25348,27823,-100.2724761,25.62967278,86
86,82,27705,25348,27823,-100.3488409,25.66797259,86
86,22,27705,25348,27823,-100.304872,25.633661,86
86,12,1593,92,27823,-100.2857453,25.6716185,86
86,22,27705,25348,27823,-100.3507372,25.70482009,86
86,25,27705,25348,27823,-100.3178655,25.67918683,86
86,81,27705,25348,27823,-100.297267,25.66358642,86
86,38,27705,25348,27823,-100.3030087,25.681134,86
86,55,27705,25348,27823,-100.3019906,25.6743506,86
86,17,27705,25348,27823,-100.352066,25.68091592,86
86,37,27705,25348,27823,-100.3331888,25.68687802,86
86,28,27705,25348,27823,-100.2681995,25.68868774,86
86,23,27705,25348,27823,-100.2897701,25.6535459,86
86,39,27705,25348,27823,-100.3030467,25.67347886,86
86,23,27705,25348,27823,-100.299885,25.62389,86
86,66,27705,25348,27823,-100.2967887,25.68396446,86
86,30,27705,25348,27823,-100.2967887,25.68396446,86
86,30,27705,25348,27823,-100.3494353,25.73554412,86
